i_deg;j_deg;theta_y;theta_z;mean_theta_y;mean_theta_z
-40;20;-14.024818514620483;-44.07950532999645;-14.20845980714614;-43.97012092245555
-40;21;-15.157482091231097;-43.782202830722554;-15.090728440538307;-43.94223587076133
-40;22;-16.002194812949533;-44.09118991926385;-16.012315451208064;-43.97975341276849
-40;23;-16.86484436768426;-43.95475781383509;-16.973387944861614;-43.94308435206344
-40;24;-18.48357446706303;-43.81823978573717;-18.34818796980152;-44.00294253819157
-40;25;-19.468623089758257;-43.84740813970002;-19.378567062708534;-43.94306393808346
-40;26;-20.223137093137584;-43.58101401942078;-20.176853563261005;-43.89188685818126
-40;27;-21.261476880613944;-43.907992878042414;-21.256345826059768;-43.78461160174764
-40;28;-22.07696311086611;-43.82065718387532;-22.092689988145082;-43.86151574549302
-40;29;-23.09212093131564;-43.765941685384774;-23.137206195050165;-43.8027885482439
-40;30;-24.06322820459745;-43.67289766267349;-24.099369746659146;-43.79244520402632
-40;31;-25.138020804542958;-43.74323897716486;-25.24180718495171;-43.622904049481306
-40;32;-26.10723901629327;-43.85878055134516;-26.08740179113313;-43.760246803029744
-40;33;-27.166220239910114;-43.5522422094603;-27.106836601820383;-43.4594694931469
-40;34;-28.36765470516762;-43.794227622257395;-28.30637655080488;-43.74545714310546
-40;35;-29.242586622545524;-43.53390684630634;-29.235510542049052;-43.580581988926355
-40;36;-30.18572574166682;-43.60616989377282;-30.278690539719967;-43.57757538837753
-40;37;-31.015725768578733;-43.59558335906014;-30.967152290698245;-43.575150865563444
-40;38;-32.20395048873487;-43.66595131160035;-32.2208936053985;-43.544465724838325
-40;39;-32.88827254705557;-43.60304902954581;-33.071757715102265;-43.268568972355524
-30;-40;44.698955337155226;-55.54418692371205;44.6604978289609;-55.48695004556356
-30;-39;43.55215556832279;-55.46941113622292;43.60224669279942;-55.36153164482665
-30;-38;42.649316133887915;-55.62278357772194;42.6104797867661;-55.56845219139119
-30;-37;41.53296620904109;-55.34816116261948;41.62276173607898;-55.22285547910158
-30;-36;40.820922542665315;-55.22838793914738;40.77706601021404;-55.404383561834635
-30;-35;39.785928790979064;-55.32074687469751;39.696923612284515;-55.416175152954864
-30;-34;38.6568058883608;-55.45561455320635;38.66229906526088;-55.22416405807782
-30;-33;37.804079394653755;-55.37677447501383;37.85344033571525;-55.37303444597287
-30;-32;36.79251262828364;-55.331520438879096;36.63535664416541;-55.38403197553087
-30;-31;35.76510246726574;-55.5837777663844;35.84364896876873;-55.61505566846515
-30;-30;34.70003462421848;-55.63811499276622;34.72337046119728;-55.443499863210896
-30;-29;33.89494441788283;-55.561839004890444;33.84667408725178;-55.44910454315372
-30;-28;32.72450794309327;-55.09866439739154;32.76284694725786;-55.312752598919175
-30;-27;31.77725837038285;-55.09348808102869;31.83888830430253;-55.30771244917206
-30;-26;30.996055406502094;-55.34105878240629;31.03889168387781;-55.59346868012873
-30;-25;29.717890049718143;-55.26456807653298;29.805275841183533;-55.247683296479906
-30;-24;28.87612568191114;-55.051745274462135;28.718996721436312;-55.157716899295835
-30;-23;27.6803389504499;-55.25341103187952;27.71840528559359;-55.21113114824851
-30;-22;26.745622646684687;-55.097423903809215;26.801098049415053;-55.19633144493383
-30;-21;25.931297287845446;-54.895601863519474;25.87711472691483;-55.097493876709045
-30;-20;24.704367439105415;-55.31867791475343;24.623430410414517;-55.18729957111276
-30;-19;24.03873802612241;-55.02272245330067;23.868126366573346;-55.06893728676927
-30;-18;22.89293137386915;-55.04900279918918;22.808067496661973;-55.06178865560954
-30;-17;21.97775165707549;-55.03555162673997;21.981581230467302;-55.14250519907371
-30;-16;20.804864685588985;-55.04646754340294;20.83040146878132;-55.16342415301748
-30;-15;19.938525465612003;-55.194919531143135;19.861101480009378;-55.04560231205117
-30;-14;18.976471568070657;-55.121790721689344;18.90429048764938;-55.07281112125365
-30;-13;18.121901736370535;-54.960849893787646;18.05287441643716;-55.03126624142213
-30;-12;16.637284845524704;-54.977655711849785;16.747421423037295;-54.90099154838879
-30;-11;15.84493007916309;-54.90397830377956;15.937501740991657;-54.998553068458385
-30;-10;14.70952954576728;-54.8784267110607;14.742051666692209;-54.91478657120049
-30;-9;13.659267150344041;-54.918349272896286;13.690175267952535;-54.86266048483642
-30;-8;12.727642164285326;-54.88781955273503;12.809756264932185;-54.86862789571365
-30;-7;11.824026600315994;-54.872457658304995;11.818206518994966;-54.87022340374907
-30;-6;10.790859457246258;-54.927363661323355;10.823458616413273;-54.827704197658825
-30;-5;9.438617452933945;-54.716276368013624;9.671211233260134;-54.70894584572282
-30;-4;8.745771597114555;-54.841362991179935;8.7962751177762;-54.80920182147252
-30;-3;8.075372273310219;-54.75353330189556;7.96915514098212;-54.79779963442909
-30;-2;6.753886628950466;-54.71417431841202;6.990280144770252;-54.72743876425557
-30;-1;5.838720760451039;-54.70468974338776;5.720674842034635;-54.745502421018536
-30;0;5.171870181960252;-54.72650873823562;5.099498769751162;-54.71666195784798
-30;1;4.562832224060537;-54.72987822531737;4.445870274385943;-54.6896099291879
-30;2;3.4148998721690256;-54.62047365840323;3.501767278016648;-54.60429596927646
-30;3;2.676947401585432;-54.55141850910318;2.72401590420098;-54.545402731166625
-30;4;1.4528441952429363;-54.53143326767708;1.9347618804555093;-54.53873625871489
-30;5;-0.00785417602163394;-54.49557000863073;0.04550582912991075;-54.4763038845807
-30;6;-1.3913666408941798;-54.381668184746104;-1.394043908341291;-54.36410341998001
-30;7;-2.286642311858928;-54.31219839827077;-2.2052705950400173;-54.32401651687502
-30;8;-2.461603039554505;-54.27946926543703;-2.5163480642666927;-54.27158434222647
-30;9;-3.1446362305441395;-54.24537269148188;-3.071646380561746;-54.22945686573678
-30;10;-4.271974469842318;-54.20528801889136;-3.8698131143520866;-54.194364780397905
-30;11;-4.978719186365562;-54.161306536292635;-5.172845100237127;-54.15012915313619
-30;12;-5.560837238229904;-54.208311106823835;-5.6898785952597635;-54.16252385546497
-30;13;-6.794328884615325;-54.11096577463426;-6.617973554527425;-54.181799820516844
-30;14;-7.59403872915553;-54.10639579212698;-7.545758012392043;-54.13919331367035
-30;15;-8.406327809804353;-54.0441105040314;-8.355211516939486;-54.07388004820854
-30;16;-9.759366100128227;-54.134362951627665;-9.84354048418035;-54.10213887624247
-30;17;-10.843821065670507;-54.11342541167355;-10.873697914583158;-54.0711547330337
-30;18;-11.7436719053486;-54.04895696918383;-11.759132783813858;-54.00282141266258
-30;19;-13.11245946923781;-54.1001983712741;-12.927568998286716;-53.956682298710376
-30;20;-14.168780281589347;-54.02723408330664;-14.237718568504086;-53.8989745835445
-30;21;-14.99471963071987;-53.91512048120467;-15.050623219594344;-53.98858384411163
-30;22;-16.263257117015776;-53.805782161171386;-16.220569281287652;-53.78787059913109
-30;23;-17.0664828668223;-53.957375047960305;-17.10957601148264;-53.85790802075686
